text,label,naive_bayes_prediction
chatgpt plus  aplikasi chatgpt plus usd bulan amp its worth every penny je chatgpt xleh konten socmed paperwork graph amp dalle gambae mudah suruh staff designer,Positif,Positif
minimal kasih limitasi cm bilang gaboleh chat temen buka google tab ngomong pake chatgpt catat bijak ikut dosen pancasila emang chatgpt temen gue,Positif,Positif
pacar ae mbe chatgpt koyoke enak,Positif,Positif
ga orang pake chatgpt ya,Netral,Netral
perluevaluasi lihat fenomena aja yg bahas cari referensi chatgpt tuh,Positif,Positif
partner w tahun kek chatgpt,Netral,Netral
suka la chatgpt ni mudah kerjaaa,Positif,Positif
semenjak chatgpt connected bing aktifitas gw laku ngecek harga saham is anyone doing the same ai khusus yg ngelakuin better job,Positif,Positif
rena ser byk bgt topik chatgpt kalah,Negatif,Negatif
rey hitechcity signal ninnu kaadu ra chalo ab chatgpt ku bhi maalum hogaya cc ashchowder,Netral,Netral
temen chat gpt,Netral,Netral
lavsing singhv chatgpt aapka apna saathi,Netral,Netral
south african trending news generated by openai chatgpt mbongeningema leletikhumalo sarafina rip mbongeni ngema lelet,Positif,Positif
moonnioon nek ga chat gpt aja,Netral,Netral
psiteshio ni ai kwa ajili ya kurahisisha utafutaji wa content online lkn sio ya kuitegemea ndio maana wenyw wanasema kbs majibu yao sio accurate hlf usipotumia ubongo wako kufikiria na kuanza kuona chatgpt ni mkombozi tayari umeshakufa ki fikra hapo penda kutumia akil yako kwanza,Positif,Positif
iamkevinpolo kwani unafikiri chatgpt ni nini,Positif,Netral
psiteshio profession haitumii chatgpt kiongozi utasababisha maafa makubwa kwa taifa lako utaaminiwa halafu uje uiamini ai mwishowe utoe madudu,Positif,Netral
iamkevinpolo sasa majibu kama natoa chatgpt kwanini watu wasitumie chatgpt kupata majibu ya maisha yao,Netral,Netral
rangkap chatgptmenfess jg,Netral,Netral
psiteshio nimeshakuelewa majibu yako unayatoa chat gpt endeleeni kuwapa madini vijana ila mimi nawapa ukweli msiotaka kuusikia skills zinakufa lkn profession haifi,Positif,Positif
nathpribady aaah down the rabbit hole yak tarik maap unsolicited recommendation series ttg interview orangorang gmn pake chatgpt seru banget deh thought youd find this interesting,Positif,Positif
nazribiztalk dh jd chatgpt ni,Netral,Netral
frhad smudgestan mascarponecizz herricahyadi ya bela ato buzzer perintah perintah kategori not bad lho ya not good ya masuk kategori not bad krn dukung sumber daya alam yg segitu besar coba spt timor leste spt singapore,Positif,Positif
media as the new york times gugat chatgpt microsoft hak cipta,Netral,Netral
frhad smudgestan mascarponecizz herricahyadi beda adl orang lokal mmg yg pnytinggal daerah situ jd mrk pny hak bicara dgn yg akansdg tjd daerah krn mmg lbh mslh urus negara jgn berat orang lokal urus sekian ungsi mmg yg mudah,Positif,Positif
ih gw takut anjing respon gw bangun tidur pas sibuk si abang dikatain chat gpt komen fak,Negatif,Negatif
hermanjordan paws auppeu jnessy satrabtghtam irwndfrry asli cryptobross sedongo loe kah loe anomali aja level rendah nih blok gw kasih gambar chatgpt langsung protes chatgpt temen cryptobross loe dah ya gw malas ngelanjut,Positif,Positif
nathpribady super interesting dishare pakenya nath cari maksimalin chatgpt ehe,Positif,Positif
gua besok gua main rp ganchar aja dah pake muse manager gua saban pagi gua suruh upchar mulu pake muka blio perlu status wa nya download chatgpt kek lu ah ilah,Negatif,Negatif
cerita chatgpt,Netral,Netral
frhad smudgestan mascarponecizz herricahyadi hrs aku bhw dgn terima ungsi bnyk problem sosial yg timbul ungsi jg malaikat ungsi butuh resource ungsi sulit warga warga yg tampung jd mudah aja ngomong dehumanisasi,Positif,Positif
smudgestan mascarponecizz herricahyadi ya deskripsi aja dgn lengkap ngga pake label zionis langsung ngomong peduli dgn palestina tindas thd rohingya munafik lgs gitu to the poin ketimbang make label zionis bikin orang defensif sadar,Negatif,Negatif
smudgestan mascarponecizz herricahyadi ya silah muakprotes thd pakai label zionis rusak dukung khalayak thd palestina kalo lu maksa pake istilah yg tdk lu sbnrnya tdk pedulitdk dukung palestina,Positif,Positif
qamilharith member lupa add chatgpt,Negatif,Negatif
kirakira promptnya nih chat gpt,Positif,Positif
yaude pacar sm chatgpt ajadah buset,Negatif,Netral
smudgestan mascarponecizz herricahyadi guna labelling turun impact label spt israel yg blkgn suka label org yg protes zionisme naziantisemitic blkgn org tdk peduli pakai istilah ya dampak,Positif,Positif
this is what i meant mahasiswa generasi muda budaya crosschecksurveynambah literatur lapang sampe bedain yg beneran fakta biar biar ga maluuuuu ni kek kalo udh skripsi make chatgptjoki,Positif,Positif
betulll pakai chatgpt nampak wow professional gila kerja je lol,Positif,Positif
selfolmfs pacar chatgpt aja nder jamin egk tinggal tidur egk tinggalin,Netral,Netral
tanyarlfes bantu gugur wajib tugas kuliah sih iya ongkos mahal segi hilang sempat paham ajar gantung dgn chatgpt chatgpt kadang kreatif yg arah ngawur,Positif,Positif
mascarponecizz herricahyadi gimana cerita usir rohingya anggap spt zionis,Positif,Positif
dapet cust ramah berkah,Positif,Netral
gue tau hebat chatgpt,Positif,Netral
azvyae ekoapan aniesbaswedan strikebravob lu ngitung gituan butuh chatgpt ahahaha jir goblok ekspos audience jis dapet so far ayo kasih bukti wkwk,Positif,Positif
youaresaltyaf ekoapan aniesbaswedan strikebravob emang yg gw tanyain chatgpt tumpang kereta cepat gw ngitung matematika aja data ya kemenhub wkwk,Positif,Positif
youaresaltyaf ekoapan aniesbaswedan strikebravob bang gw pake chatgpt ngitung cepet wkwk oke gw pake kalkulator nih total tumpang oktober desember lu tuju skrg gw bagi dapetnya wkwk,Negatif,Positif
youaresaltyaf ekoapan aniesbaswedan strikebravob bang chatgpt training data sampe september wkwk,Negatif,Negatif
ambulance plan de huida bluray bluray,Netral,Netral
askrlfess rea reo,Netral,Netral
collegemenfess moga lancar ya aja ken cepetcepet lulus biar ngeringanin beban orgtua,Positif,Positif
askrlfess jgn deh klo samsek saran mending gausa,Netral,Netral
txtdrimedia yeiye,Netral,Netral
sbyfess kakak udah pacar trsan sangking grogi tuh suka,Netral,Netral
sbyfess gak yg idup nyaman gak utang mas makan bahagia,Positif,Positif
sbyfess ya gpp we aja pesawat pakek sendal jepit ijo tetep layan dgn,Netral,Netral
worksfess we presentasi menejer ama staf kejar sampe gabisa and liat kek org bego depan langsung kena mental minggu usaha hindar wkwkwk,Positif,Positif
worksfess psikotest gak gin mah,Netral,Netral
collegemenfess klo batuk makan obat tremenza,Netral,Netral
ndagels gak salam maen masuk aja,Netral,Netral
collegemenfess gua mah loss aja niat cari ilmu fashion bekal mental aja mah,Negatif,Negatif
sbyfess yoalah jenenge usaha,Positif,Netral
sold niara by yulviart collected by rebekahbastian for eth foundation ,Netral,Netral
la cima bluray bluray,Netral,Netral
collegemenfess we suka makan potabe,Netral,Netral
askrlfess lu kaum si kek golong,Netral,Netral
sbyfess seng salah siji seng kenek sak malang yoweslah mending dadi buahbuahan,Negatif,Negatif
txtdrberseragam udah doyan maen pubg doyan maen nih habis,Positif,Positif
orangbiasamales model ngene iki njalok antem rame,Negatif,Negatif
askrlfess adas liat kampus kek gak cocok aja mo kuliah ato mo jalan,Positif,Positif
sbyfess makasih udah tani titik ini,Negatif,Negatif
collegemenfess kek gitu tuh udah kuliah pikir nya belenggu,Netral,Netral
askrlfess joko tingkir ngombe dawet,Netral,Netral
kayane istirahat minggu ki leren story sporty ku,Positif,Positif
txtdrberseragam pantau ber akhlak,Netral,Netral
sbyfess klo harga bahan pokok,Netral,Netral
cok ngopo kesel tenan ro manungso good looking mung selfie ramene ko ngene wasuasu,Netral,Netral
teamsecret resolution bojone titi kamal jainuddin pa yaa,Netral,Netral
ngan senggolmodotz ndagels kaget hamba liat twit doang pas full screen mo terasering nih,Negatif,Negatif
solar capit e,Netral,Netral
shazam bluray,Netral,Netral
wohmeowhai pm to bar saza jayegi,Netral,Netral
collegemenfess tunggu balas yaa nyaaa,Netral,Positif
jawashitpost inituh kategori kreatif masuk kagori,Positif,Positif
collegemenfess kampus kontol,Negatif,Negatif
txtdrberseragam capek deh,Negatif,Negatif
tengo gota tengo drip yie drip tengo salsa tengo el dip yea bitch,Netral,Netral
sbyfess ronde ama ronde baca beda nih,Negatif,Negatif
collegemenfess worth it karna we tau gimana dunia kerja sungguh relasi ilmu tahu yg gk we dapetin kampus,Positif,Positif
sbyfess ancen ngene iki pas lucu ne,Positif,Netral
worksfess pilih yg,Negatif,Negatif
collegemenfess alhamdulillah gapernah jgn si,Positif,Positif
collegemenfess ya tau si ilegal iya mo beli ato langgan yg mahal,Positif,Positif
parah mu menang,Positif,Positif
sapa tau pilih sapa tau,Negatif,Negatif
gak nonton video udah bau maluin bantu up ae,Negatif,Negatif
thank youu lionparcel barang cepet banget kirim sat set sat set,Positif,Netral
kayak e gak main,Positif,Positif
masuk sabtu nich coba patch kali yee,Netral,Netral
shitlicious iki sopo sih yan do muncul ng beranda sek kait kimhashasin,Negatif,Positif
collegemenfess skripsi ujung klean giat apa kampus ato mo ngopa ngopi ujung ya skripsi,Positif,Positif
jawafess sok keras dayat,Positif,Positif
collegemenfess klo we bodo si ganggu,Netral,Netral
prastow btw koneksi bu sri mulyani video youtube bahas indonesia ajaib tahan rasio hutang rendah dunia krisis bnyk puji netizen salam hormat beliau,Positif,Positif
mozarvt mlbbfess angela,Netral,Netral
iightseraphim mlbbfess kalo team fighter tanky spt dyrroth thamus angela kalo team fighter lifesteal oneshot assassin spt saber lena alucard floryn ga fighter anggota tim nya tipistipis rafaela,Positif,Positif
la cima bluray bluray,Netral,Netral
puti hita mera sold out foundation ,Netral,Netral
collegemenfess bilang aja napa iri,Positif,Positif
ramonpapana yg baca bang kek mantra aja,Netral,Netral
curhattetangga dasar bagus sih suara tetangga kalo bagus lyodra danar sih mending promotorin aja,Positif,Positif
kimhashasin listenmenid muda lawan rezim tua oshi,Positif,Positif
mlbbfess cewek hobi ngegame nya asyik kalo cewek tempat game tetek bengek akal sehat jalin hubung you dodged a bullet bro,Positif,Positif
insidefolkative mari coba,Netral,Netral
seputartetangga we tetangga dianih anak kek gak diperhatiin anak nakal suka ngerusak pagar main air pdam yg bikin sebel tuh orang tua cuman diem aja emng anak gak didik engga diajarin cuman kasi makan doang,Positif,Positif
askrlfess nyaman kalo musim maba dingin ampun,Positif,Positif
kucengterbanggg tuh orang si,Netral,Netral
sold fj by ntncdehecsuuh collected by cc for eth foundation ,Netral,Netral
kimhashasin ndagels nurut makan nasi,Netral,Netral
nyetel tambah mood nyetel nonton mv nya nambah halu aiihhh,Negatif,Negatif
paltiwest ernestprakasa h for hajingan,Positif,Netral
taeeekkkkk,Netral,Netral
intu flop,Netral,Netral
alancarroii andreiradoii g dupa un fum,Positif,Netral
heraloebss fansnya moce doang yg tolol yg parah lg ckckc,Negatif,Negatif
keren keren sumali mocel yaa medioker keri turnamen international gak nya,Positif,Positif
jeeeekiiii bahu jekiii chrononyaa mantappu djiwaaa,Netral,Netral
xxduidu cdm yaa,Netral,Netral
rasvilen cdm yaa,Netral,Netral
kiting yopaj jugaaa pura heavenly jump biar sumali loncaaatt coookkkk gokss,Netral,Netral
crybdss minbel ya,Netral,Netral
sumali pooggggg war dabest lur babak bur boom yg menang boom biar tololin mocel,Positif,Positif
sumali gokil sih gak ragu frontline kek udah doom cuss bb keren sih,Positif,Positif
donopradana cocote beni ra kumbah pirang dino wi,Netral,Netral
nigmagalaxy sumaaaail nigmakuroky rmndota nigmamc mocel suruh beli rokok ya gak liat kesi bet,Netral,Netral
udah yaa lur bales replynya kalo gondok yaa maap crusadog tolol mo push rank ah biar k masuk standin nigma eheheg,Negatif,Negatif
kolom replynya seru,Netral,Netral
literasi maha pemudi pertiwi,Netral,Netral
falsepromise asik dah nyenggol ras suruh tau bawa ras manusia tau rispek aduh ngapa lucu banget game bawa ras,Positif,Positif
falsepromise bahasa larang jelek manusia pangkat tuhan chuaakzzz,Positif,Positif
daytrowusa nigmagalaxy weh coi gak maksud ngehina gemes aja main mocel pas lawan liquid pas lawan tsm main bagus yaa nama dapat pribadi suka ma gak suka bebas sih,Positif,Positif
ogesports esldota lyricaldota bapak fadil jaidi muh,Positif,Positif
daytrowusa nigmagalaxy makasih udah stalking d tolong scroll xixixi,Negatif,Negatif
greatadriyan nigmagalaxy si grammar nazi,Netral,Netral
taeeeekkk buffer,Netral,Netral
apik tenan lur combone instant kill axe karo faceless void wkw puter lempar cakram mini stun uncal tewas,Positif,Positif
watchmenid huuuuu sekuel lanjut,Netral,Netral
game nigma gap main mocel bener ma temen nigma sumail gak agresif kayak game lawan tsm banyak ngendog mid sadge,Positif,Positif
andai mc landing daggernya titik x isoo kuiiii cekel liat aja icon map kanan mc dah deket tower top dagger situ soale sek nonton lemes soaleeeeee,Positif,Positif
nyesek moment luuuurrr nek wd ne cemplung blackhole bedo cerito kui kayane forma mc emg lg turun kangen masakan mamak kayane,Positif,Positif
wdnya tsm anjir sih kui tangkep mulu koentji dapet roshan networth langsung mbalik lur koyo martabak kaesang heehaaw,Negatif,Negatif
match dah cakep sumali rotate mocel farm pas war backup sumali buka mocel ngantemi ubah timado deso hahahayyy ta dah berani ngebadanin war support ambil by ma sumali bubar wkw,Positif,Positif
yaaaah mind control last chance war thronenya yaaaahhh,Netral,Netral
jogja plis bulene ojo part baim ngko viral,Netral,Netral
esldota bzmdota ogesports wanjir wkwkw ra dangkalen kui telapak e bzm,Negatif,Negatif
nassruddindin tur mas e sek mburi nutupi irunge kayane ngaceng kui kyuuut,Positif,Positif
sundowneeg,Netral,Netral
jare iki ngarep omahmu din nassruddindin,Netral,Netral
jujuuuu,Netral,Netral
katothemal jusmindd cheerfwul collegemenfess kalo gitu sih sakit nanggung akibat fatal ngrecokin orang sembuh kasih uang ganti maaf moga opsi sih klo kondisi kek gitu,Positif,Positif
kiddoshit katothemal jusmindd cheerfwul collegemenfess bojone mas nick,Netral,Netral
katothemal jusmindd cheerfwul collegemenfess mending digituin genitin malaikat mbakke,Positif,Positif
alexasaffira buset nih akun follower k k an anjir selebtwit udah adil sosial makhluk goodlooking jaman ngejam sampe selfie dapet atensi gokil,Positif,Positif
manutd nganti pin cuk twit e wkwkw saking butuh doping moral kayane,Positif,Positif
abdulla oyinkitana emi lokan,Netral,Netral
meliahcb quequehuve meliah fumos,Netral,Netral
ayushi bihar,Negatif,Netral
husa,Netral,Netral
rockbisonn ciaagk xazahraa kegblgnunfaedh nope suka silah simpan hati hilang hak orang halang rejeki orang udah langgar hak orang btw nista tuhan anggap mrk layak laku nitez,Positif,Positif
rockbisonn ciaagk xazahraa kegblgnunfaedh agama dukung lgbt dekat yg beda yg lu papar dah aja selamat tidur,Positif,Positif
rockbisonn ciaagk xazahraa kegblgnunfaedh nyata diskriminasi agama etnis banding diskriminasi lgbt basis argumen diskriminasi dampak jd keburu sy dukung lgbt sbg minoritas sy paham diskriminasi krn beda,Negatif,Negatif
rockbisonn ciaagk xazahraa kegblgnunfaedh krn klo yg hd standar utk diskriminasi nabil ga nama adl dosa dosa anut agama beda ras beda diskriminasi kalo yg diskriminasi purely cman lgbt mgkn argumen lu masuk akal,Positif,Positif
rockbisonn ciaagk xazahraa kegblgnunfaedh nobal nabil nobal nabil aja jauh ngomong diskriminasi lgbt diskriminasi agama etnis aja jamak,Negatif,Negatif
rockbisonn ciaagk xazahraa kegblgnunfaedh rang lgbt ajak bicara erti sudut pandang dicariin jalan bantu konseling profesional gt sy sgt tuju rang lgbt diskriminasi kucil usir hilang hak darah halal gt mah muas hawa nafsu bullying aja,Positif,Positif
ah na wa o,Netral,Netral
mediaindonesia ihhh lutunaaa cowok kuee kuewekekekeek,Negatif,Netral
canda pedih,Positif,Netral
kiro sek duwur jebul,Netral,Netral
nassruddindin nama cinta ngab,Positif,Netral
diantaratitik lcombattant masdarius sandhatu yg nggak paham ente suku bugis makasar jadi makasar suku bugis kenal jenis kelamin bissu yg netral tara non binary gak ngomongin yg global indonesia makasar lokal,Negatif,Positif
rockbisonn ciaagk xazahraa kegblgnunfaedh asa dr kalimat gak yg ngajak yg lu ngikut lgbt ato gimana cman udah ga ganggu aja ga diskriminasi gitu doang jgn dikit hubung azab jgn peluk agama jg anggap sumber azab krn non,Positif,Positif
orkikumiajadeh cdm yaa,Netral,Netral
sundowneeg cdm yaa,Netral,Netral
debuatomik rullyypratamaa patrickhermawan shopeeid ecommurz txtdarionlshop nggak ngomongin approval pinjam ngomongin approval pake nama nama darurat minta approval ttg bilang no bikin kartu kredit aja kece kontak darurat,Positif,Positif
debuatomik rullyypratamaa patrickhermawan shopeeid ecommurz txtdarionlshop ya lucu kalo akun didaftarin nama darurat ya seijin ga apaapa tibatiba tanggung gimana kita nahu orang yg daftarin akun sbg nama darurat praktek jijik,Positif,Positif
bobbyarewin indihomecare nasib isp masuk indihome yaa bang,Positif,Positif
waa mantap nihh kpmprima danamon saatnyapegangkendali,Negatif,Negatif
onjmsh cdm yaa,Netral,Netral
alineyzd cdm yaa,Netral,Netral
andai ti singapore nabung cuss kesana andai,Netral,Netral
mangopdf bananamat,Positif,Netral
yg bingung ava nya korea yhaaa,Negatif,Negatif
yg kolom reply ngapaain jgn gitu nder gue takut beneran kek gin baik jgn becandain nder pikir ampe bulan tf ma bro komen gak ngehargain mental health issues yaa gitulaah,Positif,Positif
celotehcmartlol recehtapisayng mah universe t ngab,Netral,Netral
imayara lui imayara,Netral,Netral
habemos mudkip,Netral,Netral
nketiah bro,Netral,Netral
asu emang cari donatur ngenean nganti males nakoni entuk nomerku teko ndi block langsung persetan,Negatif,Netral
bavazirnetwork de bhujam,Netral,Netral
bavazirnetwork nikal bsdk,Netral,Netral
parah nih dukun dah nyeret sanou manjiro turun tangan suruh tembak pistol kepala kicknya boss aji tendang unbeatablenya haiyaa,Negatif,Negatif
winetheph harap tega syariat ya tinggal negara bas agama tp negara indonesia dasar tuhan yme salah agama maksa ya gin melek politik politik bawa agama adl praktik yg sgt buruk negara multiagama,Positif,Positif
winetheph nope lu berani bilang gitu muslim ngapain lu bacot ngurus yg nun negeri cuman ngedukasi hijab muslim edukasi tdk paksa larang klaim muslim bukti who hurts me pasti si anak hurts muslim or not,Positif,Positif
winetheph oh nooo no no no kalo gw nda bilang non muslim lu ga bilang muslim sori aja spt yg gw bilang yg ketiban paksa cman jg bnyk org agama ibadah sulit kalo muslim aja main paksa beda agama,Positif,Positif
winetheph gw emang kalo muslim dipaksapaksa gitu aja lu ngelantur negara syariah kek negara sekuler kek nama paksa ya paksa puter pake dalil apa,Negatif,Negatif
strikebravob bangsaaat bangsaaaat,Netral,Netral
anjeng hari langsung komplot panti dapet nomer pribadi darimana sih tai kucing bener,Positif,Positif
soegi bornean asmalibrasi dah masuk peringkat puncak klasemen spotify ae tunggu karya nih,Positif,Positif
waah mantep banget bank danamon danamon kprdanamon saatnyapegangkendali,Netral,Netral
fantastic seka sold out foundation ,Netral,Netral
abdurarsyad mamatalkatiri wkwkwkwk,Positif,Netral
winetheph rxdxbc infotwitwor kalo pola paksa korban yg ngototnya lu muslim gw tdk heran spt org tolak kubur tpu krn beda agama doa rumah paksa dibubarin dlsb lha agama aja maksa gitu apalg beda agama,Positif,Positif
winetheph rxdxbc infotwitwor cerita sekolah madrasah oh gw ga urus kalo sekolah madrasah krn sekolah situ jg resiko nya sekolah negeri negeri gt agama yg aku dgn reaksi lbh bsr kmgknan korban non islam,Positif,Positif
winetheph rxdxbc infotwitwor susah kali ya paham kalo salah pake bilang bahasa media yg nyebut paksa perintah wajib wajib agama muslim org ga ya ga paksa hukum negara,Positif,Positif
winetheph rxdxbc infotwitwor lucu kalo gw bilang blunder wkwk hukum agama hukum negara negara larang hukum syariah negara larang paksa wajib lu mengcounter gw bhw paksa,Positif,Positif
mileslovers cdm yaa,Netral,Netral
arsenal aja menang leicester yaak,Positif,Positif
hahahahaha anjeng,Netral,Netral
jakjasajkaafa,Netral,Netral
lur nyampahnya haha war kalo temennya setup emg ganggu lur dragging tim posisi yg jelek dapet aegis klo posisi jelek tetep aja kalah endingnya wipe out coba,Negatif,Negatif
manutdid lemes yaa bund wiken,Netral,Netral
kayane og ngasih bebas atf maen kayak topson wani ngedive t lur koncone adoh neng mburi kenthiirrr wes cocok kayane dadi caster guardian koyo sunsfan whoops modal kongkalikong ro sirslacks,Positif,Positif
roshan bawah menit nguasain jungle musuh dapet tower yg bahaya roshan dive tower og menang ggwp draftnya faceless void jg outplay wk lur kenthiirr,Positif,Positif
og hibur gokil ceb combonya gak mati teamfight edan lur kenthiiirrr,Positif,Positif
firzieidris minannrhmnn wkwkwk,Netral,Netral
urat malu putus paham cari panggung gin kek ngapain dah tugas kapten sm wakil kapten yg angkat tropi yasudahlah nama jg gak,Positif,Positif
tru saik rilis editor underpaid kayak e,Positif,Netral
aadiiroy a blood ka chahy to main multan beth jata hun bus main,Netral,Netral
glazers ma wa dar bayi o,Netral,Netral
hishangchi moviemenfes cok,Negatif,Netral
syahronm tawa,Netral,Netral
wagombea kura idadi ya kura william samoei ruto uda raila amolo odinga azimio george wajackoyah rpk david mwaure waihiga agano,Negatif,Negatif
wagombea kura idadi ya kura william samoei ruto uda raila amolo odinga azimio george wajackoyah rpk david mwaure waihiga agano,Negatif,Negatif
wagombea kura idadi ya kura william samoei ruto uda raila amolo odinga azimio george wajackoyah rpk david mwaure waihiga agano,Negatif,Negatif
woh mandek lur nontone petir e medeni tenan,Negatif,Negatif
anying wkw pos ampe beli basher combo,Netral,Netral
anjir tobi lycan dah ngerasa rubick steal black holenya langsung maju belakang rubick ngindarin sayang rubick daggerlun,Positif,Positif
black hole saberlight bener digawe save tenan wkw wedi colong tims,Netral,Netral
asumsico matane ono lawan i bar gep wkwkwkw,Negatif,Netral
asumsico kayak gak rakyat milih gegara kasi dah,Positif,Positif
fannysoegi kemarin soegi maen jogja yaak waahhh,Netral,Netral
haha awts parang wala lang ah,Netral,Netral
choquei mente pra krlh,Netral,Netral
gothtransfem koth x pokemon via chatgpt,Netral,Netral
tokarev bd bluray,Netral,Netral
antonmilan elonmusk opa cepa chatgpt,Netral,Netral
pele man,Netral,Netral
malam eksperimen chatgpt tempo rame bahas limit coba macemmacem ajar serah ainya,Netral,Netral
dah tidur w ngechat chatgpt kaya ngechat wadon,Positif,Positif
jonathanmendez gpt chatgpt generative,Netral,Netral
hernan vivanis blog lawsofrobotics machinelearning robotics ethics chatgpt ai madepublic change isaacasimov,Negatif,Negatif
chatgpt ham sorab qoyaverilikchi nima dirkin,Netral,Netral
aktiviti pagi chatgpt semiauto dishwasher,Netral,Netral
api chatgpt,Netral,Netral
slpnggiantspt golpista teu khu,Netral,Netral
lucu bener liat rangorang geger chatgpt wkwk,Positif,Positif
sih not interested tur kesel e lik ceti ngonoan,Negatif,Negatif
eksplor ig isi newjan newjean haerin kririn jembaaat sapa yg suka ngelike in video gituan woi ampe bangun algoritma tmpt org,Positif,Positif
raw chatgpt aiku,Netral,Netral
armohbd aok tp ku gik senang communicate dgn chatgpt some random guy on fiverr hahahah,Positif,Positif
next people udah chatgpt openai chatgpt bantu bikin tugas kuliah lho bener nggak sih simak jelas yuk indonesianext wearethenext telkomsel,Positif,Positif
drpriono jokowi gimana usul tutup border datang china ketimbang ppkm negara udah ketat periksa thd datang china jgn negara telat jokowi,Positif,Positif
collegemenfess chatgpt nder tau,Netral,Netral
pembeofke chatgpt kibar ya,Positif,Netral
popularitas chatgpt bikin resah google,Positif,Positif
bahas by chatgpt,Netral,Netral
contek chatgpt bikin cover letter orang ga experience,Netral,Positif
chatgpt ni kau assist kau ambik biji input and then paste dah sepah gpt detector even google themselves dah ranked down manamana artikel copywrite chatgpt,Positif,Positif
chat gpt bantu banget mager deskripsi aplikasi android play store hahahaha,Netral,Netral
soal yg google vs chatgpt ni cakap chatgpt in the future will be better than google in terms of search ni soal yg basic chatgpt generate report on topic kena dgn soal payah buang,Positif,Positif
chatgpt selamat,Positif,Netral
goodreads crushingit garyvaynerchuk garyvee garyveequotes webcrypto remotework freelance ikokazi ikokazike marketing graphicdesign brandingagency zakaria nairobi covid antony sacco kawira mwangaza chat gpt potter lunaclassic luqmepixel  brandpreneur luqme,Netral,Positif
wednesday webcrypto freelance remotework ikokazi ikokazike marketing graphicdesign brandingagency zakaria nairobi covid antony sacco kawira mwangaza chat gpt potter lunaclassic luqmepixel  brandpreneur luqme,Netral,Netral
main chat gpt soal sengal isteri rajuk nak anak amuk puji isteri comel malam ni nak makan layan aje bar,Negatif,Negatif
scoupstelkomsel kaya web gtu chat gpt open ai,Positif,Positif
open ai rilis point e ai hasil model d openai teknologi chatgpt chatgpt,Netral,Positif
esteeam mtu anatoa wapi nguvu ya andika iyo kitu yote ama ni kazi ya chatgpt,Netral,Netral
google kabar rilis teknologi saing chatgpt mei,Netral,Netral
kayak ulang deh kali ngajak chatgpt brainstorming biar gak kaget,Positif,Positif
drpriono jokowi china ppkm nya cabut kes los atur bulan langsung gila ya beda indonesia indonesia longgar ulang china,Negatif,Negatif
maju nkri polri solid jaga nkri,Positif,Positif
hulkslaluhijau decarlieracing nataliuspigai keluh kesah umat khatolik keluh kesah oknum khatolik kalee ribut cuman si umat khatolik ramerame ban omong si pigai bilang jokowi tuhan jg tuhan tu,Positif,Positif
justgoodgirlll tfletcherchair ndagels paham manusia manusia ya bilang pikir kaum lgbt manusia kecoa kah,Netral,Positif
andilala lalaninamm tfletcherchair ndagels jaman ya pake hewan contoh,Positif,Positif
sodaranyakyle tfletcherchair heydiyyy arifkudo meeisme ihsanandiyan ndagels buat simpang anggap manusia jenis kecoa gitu kali semprot baygon,Positif,Positif
isengiseng nyobain ai chatgpt,Netral,Netral
chatgpt uzbda ishlamas ekanku chatgpt uzbekistan artificialintelligence,Negatif,Netral
sumpah gua amaze banget chatgpt kaya google aja sih cuman kaya ya anjing keren deh pokok,Positif,Positif
nasriqul mohon kongsi soalanarahan hang chatgpt ni,Negatif,Negatif
chat gpt ni awesome jugak ni contoh den nak jual kelas funnel online ,Positif,Positif
idextratime utekke tim yg lu sembah,Netral,Negatif
terpeleri wkwkw menit ngekill timber carry,Netral,Netral
fatheana chatgpt tu tun,Netral,Netral
kenal chatgpt cerdas buat google tempografis,Positif,Positif
chat gpt,Netral,Netral
zollotech chatgpt x siri,Positif,Positif
gdpr x lgpd chatgpt,Netral,Netral
ruhroh chatgpt whatisawoman,Positif,Netral
ai chatgpt ,Netral,Netral
iamjuddah unafikiria bada ni chatgpt,Positif,Netral
rustic the monkey and the leaves xelo xelonium antima anti matrix jade rabbit gyokuto tsuki no usagi n n protocol ai chatgpt,Positif,Positif
guruguruhyenas drop is minting  has pieces for eth each foundation ,Netral,Netral
chat gpt solusi chatbot optimal guna,Positif,Netral
makalah bantu waifu hewhehe chatgpt,Negatif,Negatif
petergyang chatgpt is lazyai,Netral,Netral
huseinzolkepli ni chatgpt,Netral,Netral
willydaog garabt el hewar fe kaza application abl keda maknsh fe masr w ah eshtaghal bas chatgpt maarfsh,Netral,Netral
platform ai chat gpt tarik coba tanyatanya gptchat gptwitter chatgpt trending,Positif,Positif
ai maju chat gpt geger dunia creative writing coders ai yg tdk kalah keren hasil gambar ai a thread,Positif,Positif
o zbekiston iqtsodiyoti haqida qisqa she r yozib ber degandim sun iy intellektga chatgpt artificialintelligence uzbekistan,Netral,Netral
ken share bukti nyata openai chatgpt pecah matematika share lain,Negatif,Negatif
entamma chatgpt chooskovali kada,Netral,Netral
aymericugc chat gpt merci,Netral,Netral
kisah nihilis yg jalan yg lurus chatgpt moga ambil ibrohnya,Positif,Positif
ye linkedin influencers ko ab jaa kr chatgpt k baare mei pta chala,Netral,Netral
mustahil bukti karya chatgpt,Positif,Netral
benservett chatgpt ye ve copilota sordun mu,Netral,Netral
